product_id,product_category_name,product_weight_g,product_length_cm,product_height_cm,product_width_cm
qzzVeKF33KfX,toys,100,21,9,13
DWI07vcxaNPj,toys,3100,45,28,26
89oT9Pz9eQaA,toys,150,16,13,14
MknalfRYM0u5,fashion_bags_accessories,350,43,16,27
VrbF11oBWvVG,toys,233,17,12,12
68MAvopS1N6j,toys,9550,40,45,38
A0C5xMWb4tYz,toys,6100,38,30,28
8CJ5d9Uo0HhP,toys,2650,31,16,16
uCiA02lvdxCQ,toys,100,16,2,11
Z6LAUTcjGLFG,toys,1150,16,17,11
g9eCqfT0wxXA,toys,1150,30,25,20
lFGT2p3CDtxY,toys,200,22,3,15
u2atxLeCkaHI,electronics,100,23,8,18
juViEMguFxUa,toys,150,16,16,16
vi4eFR4SslWH,toys,343,32,10,20
PyjlDSHRGdSt,toys,1850,24,36,23
CWx5DBn6WduV,toys,9850,39,49,42
qkepKCaLJQFe,toys,3400,78,4,47
qokqKT1Sad1C,toys,7000,60,20,30
bCk4GH4hlq3x,toys,3700,32,22,46
nqgcM6TmDg8N,toys,100,17,4,17
AMKIgKd1s17B,health_beauty,200,22,10,18
7ygwvbCJFuPx,toys,1200,40,22,30
PNloghmT6wRz,construction_tools_construction,5400,40,26,25
oUaq0Emczjrp,toys,175,23,21,21
KvidPAEAVI5p,toys,100,16,12,12
jREMDA7qKD3g,toys,1750,30,30,30
2H8n6x4BSkuT,computers_accessories,200,21,14,15
wFVYU0w31s2p,telephony,350,17,4,12
UgkSjxoiV9Ev,toys,2600,50,10,30
bw4D1I6O0ayl,toys,12000,45,35,45
Ffe8gTdmyO3U,toys,533,22,11,20
rKXoWNJxVSE7,toys,6050,20,20,20
lJ5QXXw9k2Iq,toys,425,19,13,16
uLKJskCSlnmJ,telephony,350,17,4,12
3uDI6j3cfjiS,toys,1200,36,14,36
wVwH5dEGPAav,toys,267,18,13,15
Z8HF6P0Dw488,toys,900,17,19,15
cGw5dVIRgLjV,toys,450,45,15,35
hfEa3c65LTA2,toys,5950,20,20,20
HpMbJAttOmXr,toys,3500,36,25,21
LfYXe2fIzB94,toys,100,16,4,14
axLBYi1XjP6J,toys,200,41,2,29
x4YsOw7B4CgT,toys,1550,33,15,16
y2MAnns4G96G,computers_accessories,207,19,11,14
Lx7Zbroav4Gt,toys,150,18,9,11
x7LQ6tCvXa0m,toys,1038,41,22,28
AiQozq6Hh7yM,toys,300,20,15,18
Qf3jXDCJPvkJ,toys,350,19,12,13
VyvqSoUrvQ46,toys,363,18,13,13
82DpsHGTLkGB,toys,444,20,14,16
SLTlrWtcYt1m,toys,1750,37,22,40
RdGu3i4RrTcl,furniture_decor,650,25,25,25
WvkYvU0BRVps,costruction_tools_tools,600,16,18,12
4VhpyCWQesTx,toys,350,20,10,11
kXBZ1R62Fe78,toys,900,23,7,38
BsbskgBSFVYL,toys,200,38,21,14
rKXoWNJxVSE7,toys,6050,20,20,20
0zTDSlwQ9rSB,toys,300,16,16,16
c6DXFRSnX6ho,toys,750,35,20,20
8OInt3C4fUKN,toys,583,20,21,20
rHSTHjYFnJS8,toys,9750,35,12,30
qiU6uljqd8aK,toys,875,25,18,40
dZc0LsWhXVeZ,toys,1850,36,37,16
nTdYWC9EsMzL,stationery,250,20,20,20
zq61kQVRBpPk,toys,28450,65,105,25
37zXiOwIbqPR,toys,8750,45,28,45
MRDjBudiOHg0,market_place,200,46,4,11
A5qeRTHfqdC6,luggage_accessories,450,18,48,32
FNyUFrqDcOmW,toys,1300,16,19,16
hchimzh1Z1h8,sports_leisure,525,23,23,23
SGGufQjkuu50,furniture_decor,650,20,35,20
ZpCGux9R6TMd,furniture_decor,5400,46,7,46
4VIws8ixtz0J,toys,200,25,7,16
zPjJoeVFykb4,toys,1300,33,24,24
8Xh3l9wtABcf,toys,250,25,5,19
dAPwi6xFdiKf,consoles_games,200,19,13,17
bag9BdIjb8Rj,toys,950,41,45,11
49EXgaPG16MK,toys,400,16,16,22
q5nbKTbuLfrf,toys,30000,40,97,40
DSMw4vFsIinS,toys,300,16,5,16
L6hOpvbiwzZ2,toys,2200,50,20,40
OBzxvxANM80e,bed_bath_table,3000,40,9,32
q1ADIauNtT2y,toys,8300,102,14,34
hLYCVUs0gvdF,toys,900,33,9,38
SLANLZkCbYI1,toys,150,16,12,12
8Odc2FPpVda0,toys,3330,21,21,18
GGZARMUYv4cE,toys,1100,16,16,16
Nuw5Ox0MoAfm,toys,471,18,12,15
mUzVm5ukrxKM,auto,5950,65,11,65
lDHWyGIe55ON,sports_leisure,30000,105,65,25
XScxp2iR77WG,bed_bath_table,1600,40,4,28
QZuDcoOUcH6V,toys,850,28,12,22
mUzVm5ukrxKM,auto,5950,65,11,65
uDIWaQnuUe37,toys,350,25,15,15
7D3jCWrZl3An,toys,363,17,14,16
LwHeIuMWHD7q,toys,2530,19,17,17
opWoTU2BWbGr,toys,7800,16,105,30
4Xb5ukKHqJxE,toys,30000,86,67,35
cbcNyM18uuQE,toys,800,34,17,22
DTUNVCYEKNeU,toys,9850,31,61,31
cQGPXDU0k7sQ,pet_shop,10150,50,5,45
EV3RPuyZ49GA,toys,317,21,14,16
63Vk0zCoKqqB,toys,500,16,9,11
4HfUadKOoQdt,toys,550,30,3,19
VyvqSoUrvQ46,toys,363,18,13,13
puVSAdCjp8Q7,toys,1500,60,20,29
a4uIXfwfBhWg,telephony,200,22,8,15
HuJZxg0ZSCIL,bed_bath_table,1450,30,15,30
5J7az1rwth4i,toys,250,16,2,20
b6rAL23rldjq,toys,750,30,30,30
P8IPKsn16c7B,toys,117,18,4,11
MeB0ORWU1CVw,computers_accessories,850,25,11,15
sncMLCVPSQyL,toys,250,26,18,20
jJ7WP1fifTv8,toys,700,21,7,12
u1ZYjpDg0Sio,office_furniture,8950,52,51,17
jjjTU9AjBTTX,toys,350,20,5,20
Biwi1BNtUB7l,toys,1500,30,22,30
9pxUnFNeFSgF,toys,340,19,22,17
Vd6fWsi5do3n,toys,1575,31,31,34
IfXaP31E0HlB,toys,250,20,8,13
ETg7a3iGWO7O,toys,1200,28,10,18
IxaXbVSfnJ16,toys,500,25,15,15
hIKGv3hBF2wB,electronics,150,24,12,18
KGHXuQ9KaPZp,baby,600,20,13,13
w4ChBeJ4PizA,toys,1900,30,20,70
pMSwqUTQtuTe,toys,600,23,6,15
wdV7yJzaz3Su,toys,4338,17,12,14
siqqmU2Gbgrd,toys,1833,58,9,58
4L05KvVQntYq,toys,200,16,3,12
L14bIJXJcWEg,furniture_decor,2950,69,11,11
SLTlrWtcYt1m,toys,1750,37,22,40
5oGTKnsCrHYl,auto,2550,20,20,20
czROIxe0W1vo,toys,285,17,10,13
LoJDA0TDBlM5,toys,5400,40,24,29
jSZDfiumCoVy,toys,1000,20,20,20
eF8QwKGf4M7R,drinks,4550,40,20,30
d3lNmk6IZMHy,toys,925,25,6,16
VZlmrp3aFX6s,toys,5850,39,19,40
Y4GktIiKnFNx,bed_bath_table,1517,32,5,29
rJ8pkPt799ej,toys,700,21,28,21
MXfRU6BvSbFp,cool_stuff,15350,47,40,47
3RSdvEvDoYx1,garden_tools,850,24,13,18
xj8TsBOfCz2Q,toys,329,20,16,18
HgnV2GnibDFe,toys,2000,30,13,20
n9aGZquvsMhw,toys,750,100,5,20
92CdQZ7QqgA8,sports_leisure,500,16,15,20
Biwi1BNtUB7l,toys,1500,30,22,30
GDdpceg81SWg,toys,400,40,4,30
y0nV0Y5Yc1Oj,toys,400,17,8,12
2386jYm92F8N,health_beauty,400,16,8,11
sAJ0zlyB77MK,toys,850,22,17,17
bXkgxsFDP9J3,toys,75,20,15,16
gnvYHzeizgqD,toys,500,23,9,23
uhR7YKVFm3CF,toys,1400,20,30,20
i5TCgXVotJQc,toys,917,29,20,15
lhF1iopfLH3l,toys,822,35,6,31
SLXt9UA7aD5k,toys,800,20,20,20
Mh5csf65CB6I,toys,900,28,29,12
jlTRM9AVDZYI,toys,200,25,5,15
v39OtBskmPKj,bed_bath_table,550,30,3,19
4F81YmFPUGu9,musical_instruments,650,20,20,20
pxtv4lON4jpJ,home_construction,1050,16,20,16
l2k1XPbM32KE,computers_accessories,3475,54,13,48
EzDBxv1OnVFb,toys,1350,30,8,22
CpeCg2UGCL6P,toys,250,40,4,30
QrW3x9ZKQDx6,toys,2450,40,38,16
UgkSjxoiV9Ev,toys,2600,50,10,30
ZXxKveRYxLpX,toys,50,23,15,15
ZWyg4uNWPHjJ,toys,250,16,2,11
zyztxb4exRXe,toys,150,16,8,16
0DGoM1aFJKQb,toys,450,20,12,15
8mH9VrhCkxAn,toys,250,16,2,20
qNAqmCefdbKS,toys,1850,45,15,35
JI1TwNNgpyAS,bed_bath_table,2900,46,8,38
tRV6VjdwdLAm,toys,1500,40,30,30
0kFV4pVel4mu,toys,150,18,6,11
NmdVL719X8HW,toys,200,16,11,12
CdlzSJX6L7SM,toys,1050,100,5,11
umy4azoZGUfj,toys,1250,30,10,18
43tazj2WmezZ,toys,500,18,6,21
K1TmcFMjeFFl,toys,9800,86,8,40
VscmnldejepP,toys,375,28,11,15
8hDSu1ubFo2B,health_beauty,550,17,9,13
kqHN5eV7flNE,toys,2050,21,8,21
krDhnVufcvBE,luggage_accessories,3350,29,28,24
1j0ePdW55Vjs,toys,2450,45,14,34
Jd64ZsA9or2n,toys,650,30,16,25
BrK5VgsL3DXk,toys,300,18,7,12
nsEfZAqagKkc,toys,7480,53,48,26
d8Mnxua3zYDJ,furniture_decor,1200,20,20,20
NMCACR8NxxDv,toys,7550,35,35,35
FP9wdR0BvLeW,fashion_bags_accessories,150,16,16,16
NmXJXDeHjNcb,computers_accessories,220,22,13,12
mwR3E2vfLylH,toys,1167,36,20,28
xsQXSbJhi2RO,toys,250,24,3,12
BMdrOUMMbVbA,toys,1950,58,15,46
jeLebmRW7MwU,,800,40,5,50
wPUdAGg8JMPE,toys,400,30,30,40
11KQypACz1tA,toys,800,35,20,20
JUZSyxq6s6nI,toys,400,20,12,15
ZPFUbGIY6KOh,toys,825,25,18,40
AMKIgKd1s17B,health_beauty,200,22,10,18
rHSTHjYFnJS8,toys,9750,35,12,30
pVKDSWeIqCF7,toys,448,22,17,17
yPpDvEzJaKln,toys,100,25,2,17
89oT9Pz9eQaA,toys,150,16,13,14
LwaKZsVXbR3P,toys,600,20,8,14
m0Lw8m6joRAS,toys,350,40,4,30
eMNCp9lIuYjR,watches_gifts,950,21,11,15
UuX0hUsktZFY,pet_shop,26700,80,41,46
oKnyHaKalD5D,toys,900,20,15,20
Y3eayqO8aOXQ,toys,850,38,10,38
rVYBlBcTbmhB,toys,1683,34,21,23
W1SEGlJ27KVM,toys,200,16,2,11
Ztq5Eeskcllz,toys,250,26,15,35
cU86WNcf3mFW,health_beauty,400,16,16,16
IVGcm9BftiNE,toys,1350,19,17,23
SvW8FcwBD7tX,toys,6663,17,11,13
dk49WnSukluk,toys,100,20,15,15
OgrO0qS7TDw3,toys,1050,32,5,30
SvkmOPXVKJWZ,toys,2050,20,31,30
SitPMWGsmpa4,toys,450,20,20,20
iPoRkE7dkmlc,toys,15800,38,62,57
XULp2AYmG1ft,cool_stuff,450,34,15,17
G4640SQ4F6gN,toys,459,18,13,14
cXJVmNBpX4hT,toys,200,36,2,28
6lqYiC1kC4WA,toys,2425,29,30,19
5J7az1rwth4i,toys,250,16,2,20
zkWuQxp8ghN0,health_beauty,250,23,7,15
ZzOSJ8evO6Q1,toys,1900,40,20,30
p7NpuOoJ7D0U,furniture_decor,650,25,25,25
8fRjXkjSGjFo,toys,4350,20,20,20
dArsH6PJyL4n,telephony,350,17,4,12
39NKk3CqU9Nm,toys,150,16,13,21
VNHappu9bl7W,health_beauty,150,22,3,15
qILngwqOGnwW,housewares,8550,27,23,27
PyjlDSHRGdSt,toys,1850,24,36,23
ktgltSUdBtqx,housewares,300,22,6,11
tfK6N5cTAvez,toys,250,16,2,20
5AAoOSvw7bJQ,toys,3600,26,24,50
cd74ggV1WMZ0,computers_accessories,300,20,9,14
woP5cZBmcBcI,toys,9800,65,20,45
Qf3jXDCJPvkJ,toys,350,19,12,13
fa824m5SteAm,toys,800,25,6,16
pcEVJGYhnclW,health_beauty,550,16,9,11
MEiIU7uFIrE5,toys,3100,30,40,40
EG4wDSpFyTth,health_beauty,250,22,10,18
necrrbMNcbik,toys,600,36,11,14
uIPxXiNmYik5,toys,700,20,35,20
XNbBzLoST9Ul,toys,150,19,4,11
i8rOWNVCU8SG,toys,200,17,11,15
M6dHMMDQkzl9,toys,7650,44,15,34
bIEg5jBI5qCt,office_furniture,16133,63,59,25
M1QehWDYrOKu,toys,1800,52,5,52
GVggHDIuf5mO,toys,1150,25,25,16
5Z98SahoHJ9W,electronics,100,16,8,16
1edaUIVffPFF,watches_gifts,584,16,11,13
n3XJnPxO7l9M,toys,1800,45,15,35
0xKby31kpobv,toys,400,20,15,15
7XW5PhDcxB4b,toys,225,21,10,14
D4QN4saxFWt4,furniture_living_room,925,22,10,17
cD0MwY3PCFKH,toys,7463,56,64,35
rFCU5b8VxIiQ,housewares,19250,60,60,32
hfEa3c65LTA2,toys,5950,20,20,20
HaNE4Fr2OEZ8,consoles_games,600,24,20,27
MzywYFjMkitR,toys,700,23,8,14
gmRSN18Mcn6f,toys,150,22,4,17
HOmP1uDiX01O,toys,12250,45,35,45
FkDNIFiX19cI,computers_accessories,173,18,13,12
FmF1LAxJQT2Y,computers_accessories,867,34,15,15
QkmWaHPC1Fms,toys,3650,14,16,12
tJu4snkPQ0sR,toys,2300,33,48,35
gfIQTwDclU4I,toys,350,16,20,11
eJ1VhzkvMp83,bed_bath_table,570,30,4,26
Hx2UYycUc9zm,cool_stuff,30000,70,37,70
a65OeB594AMJ,sports_leisure,450,18,18,18
7AkeBFVJJVGQ,toys,257,44,12,24
Pb29t2XBfP6Q,furniture_decor,700,35,4,30
cAtVYpHEY3f5,health_beauty,1050,18,21,27
o1MmSG45GTLJ,toys,7725,53,51,18
i4VO8E1Qv2AW,toys,2000,26,10,19
FfiMQzl2g9IG,bed_bath_table,350,25,9,19
FkrbFsVhfeOO,toys,2350,16,40,16
FfiMQzl2g9IG,bed_bath_table,350,25,9,19
Gi9gRU46IuVU,toys,200,19,3,11
KGHXuQ9KaPZp,baby,600,20,13,13
6y4Svg7F46Ll,toys,500,47,10,36
m1hxm9WkOFOd,toys,900,33,17,12
HqQIuApv4qcD,cool_stuff,200,30,5,30
wivNqupP9Q0y,computers_accessories,243,17,15,12
jEsgaQjstnOq,toys,1050,20,35,20
AWIS2Zj9g9lh,health_beauty,30000,55,75,61
OThQLjmQJ5Nf,toys,2200,54,25,25
QXr3KHOk4CpP,toys,250,16,2,20
E9OiMOkPkNam,toys,335,17,11,16
Vcphbks3Pkde,,200,28,9,18
nWdSFRFpww8E,toys,150,20,20,20
9aYW6y7QbLLz,toys,225,24,13,31
y2MAnns4G96G,computers_accessories,207,19,11,14
4bqwmSBCH9X8,toys,100,16,11,11
dAz11YkQkoue,health_beauty,100,20,15,15
XFQyBXoMgFpp,toys,600,30,10,25
mEQZfvruLbzP,toys,650,16,7,12
bOIb7xFXVTCx,toys,200,18,4,16
cKboTGrWp54z,toys,2600,17,17,60
DDU8tkZp7RD4,toys,150,19,4,11
Pbaz8Rwtrbal,toys,767,17,7,12
Y6z2ccr6ILTJ,toys,3300,60,18,50
WuQ3ebdcGtoI,computers_accessories,150,28,12,13
8Tlb7Xc9LP3L,bed_bath_table,1050,35,10,45
JW48souF0RzQ,bed_bath_table,800,45,10,34
NoroQpYj0Pwg,toys,350,19,4,11
B6a4jfcYVYbD,housewares,250,25,25,25
CYt7eFehlQox,toys,4425,42,26,31
b6rAL23rldjq,toys,750,30,30,30
97I7i6BQRjqd,toys,200,28,10,13
KwqpyCg16vLV,toys,350,25,8,19
yQVqwFBeyrXu,toys,200,16,10,16
howTQa4UdPw2,toys,150,36,4,28
GgQsink4CL9w,toys,1742,17,11,17
JDBFD4gRSnRE,toys,400,69,11,11
bmsO82ewl6M3,toys,650,18,10,12
BBq3IlnjaLXC,toys,1625,41,30,33
NDXr9BpDHzF7,office_furniture,11880,50,60,27
UgkSjxoiV9Ev,toys,2600,50,10,30
FySkUS9OZJlw,toys,150,16,7,12
qAJ3hxSAxUmj,toys,1200,16,9,31
1R15phXqnmH4,toys,200,30,20,20
pzaXcZevd27s,toys,145,16,9,13
2NDHjxdUzmLC,toys,6550,30,30,30
LH2UTMzGymX1,toys,410,39,3,28
N4bau4jvEYLF,toys,3050,25,25,25
tIYV9uGHQWSD,toys,200,30,10,15
9vi5lZpQMiYe,bed_bath_table,3250,34,8,41
sCONCvmO1cEY,computers_accessories,6550,20,20,20
LiJFmZUssTUg,perfumery,200,16,16,16
Vd6fWsi5do3n,toys,1575,31,31,34
rZk64R7lHtWz,cool_stuff,567,35,27,17
T3Sb72sLvOOx,computers_accessories,5550,23,9,23
mLC5EGaq4SDX,toys,900,45,10,38
bnn8JRrU7ggU,toys,1800,46,3,34
4xupTEMXxGZU,toys,100,17,6,11
MQlNR59cgOB2,toys,1535,49,8,21
Oshb3HC6BE8i,health_beauty,450,30,30,30
ebH5HYOzDo4b,toys,1400,34,16,23
yeWvSkTo5QC2,toys,2300,42,25,15
jWmuPkuAWMXT,consoles_games,900,20,20,16
nUBcl8Mrxd9G,toys,150,16,8,13
SvkmOPXVKJWZ,toys,2050,20,31,30
WVolun9jzptH,housewares,6100,31,29,41
KB7qdEO52fu6,toys,606,30,9,28
JhvDXW4BWu56,toys,150,35,2,25
82GUIdOypv57,toys,233,15,11,14
gCeLxNvfK54C,toys,200,18,8,13
pZ1qiO9XcQDL,toys,300,20,20,20
cLkPrfY4Oqz6,toys,850,40,8,35
Mb037GbMfoRI,toys,800,100,5,20
kNRmpsZIXkXU,toys,850,16,19,15
38DGuBRE4mcw,luggage_accessories,425,28,20,29
psMbADVpGs2C,toys,1900,42,25,15
LUrlhAVErTBC,telephony,350,17,4,12
ZTsfMadzXGDu,sports_leisure,2500,20,11,11
743rQ0ovsX8n,toys,1000,30,10,25
uhR7YKVFm3CF,toys,1400,20,30,20
11U6yVxHpnBf,sports_leisure,1050,25,21,18
WdZnaGkih6Sj,furniture_decor,13300,45,35,45
mLWhDEnUDscy,bed_bath_table,1700,34,7,32
FZ8o8vRQfcQA,toys,3000,69,11,11
fBYJ0RAV9NzF,perfumery,400,18,18,12
MXIDpBL8zOVA,toys,1350,27,9,18
ZdsGz1xlYgJ9,toys,5700,40,20,40
RLFTNZAWtd57,toys,5700,97,3,47
utZvd5JG8qSq,toys,150,24,8,12
k7nZLwXrrqcR,toys,13200,40,60,40
6DrmAD0kDqEK,toys,360,19,18,15
SHB6g9Ps7IQN,toys,900,23,7,16
uSjA6Di3a4KL,toys,800,44,2,36
i03c4hldYcTT,toys,200,16,8,11
HpMbJAttOmXr,toys,3500,36,25,21
KwqpyCg16vLV,toys,350,25,8,19
uDIWaQnuUe37,toys,350,25,15,15
2ZGX4IvzhnMb,toys,13550,63,30,43
X4L5ori5hRm1,toys,1850,46,12,43
PLdfq9Iys5x2,toys,900,16,10,16
dCMzWgRr1eF8,auto,200,21,17,17
EG4wDSpFyTth,health_beauty,250,22,10,18
3FCCDNEuYJTF,toys,300,17,17,17
HhAtKukEU7VT,toys,1867,36,6,36
pMo5WepGCHb2,toys,650,24,10,16
NDXr9BpDHzF7,office_furniture,11880,50,60,27
5fRadmBog9jL,toys,500,16,11,11
3knZBIXBEdwu,toys,1350,16,5,16
2WCl8CbYY2mE,toys,1000,40,35,28
wAb9sYZjrQIl,toys,900,30,20,30
u4iRTmhmy48k,health_beauty,200,20,20,30
VK1qqjoWtE9A,toys,200,16,9,11
uhYBBf6xmriH,toys,450,20,6,15
0vbEvli2JYJu,toys,1383,50,10,40
eDb79jVPq6mB,toys,490,23,10,22
qvGya8UG5V4s,toys,2438,28,31,24
EA6ZmPCrbZRQ,toys,250,17,7,13
9NwzO0Pm0fDM,toys,1550,30,22,30
j4WGTbJtEqnQ,pet_shop,900,26,19,23
pDgZlcMQoQ0P,toys,5900,35,28,32
KX9KhaGYPsrW,toys,500,26,19,33
5Y8LGnoolWYh,toys,500,16,5,30
xhmyeVCdEEpi,toys,679,20,17,16
CeHYo1vTiMiS,toys,3900,45,15,35
YrLnOk69z6WJ,toys,400,40,7,18
Biwi1BNtUB7l,toys,1500,30,22,30
5UFuvzzhRg52,toys,6300,90,10,40
YVlvPi7oD3zW,toys,750,30,10,17
07QzR3JCXK4s,toys,200,18,6,16
8EMcxO7AFhVP,toys,180,17,10,13
XrAJY9MWFTjE,toys,748,26,19,23
1WYiAqkDbLAC,toys,420,22,16,16
upFmFFhqiS9X,toys,150,16,7,20
teAbp7qYc12e,toys,1367,28,25,33
PWl2yBtu82h0,perfumery,250,20,8,21
McDdSVESuSG1,toys,1700,30,23,11
JD2p9wPfOt11,toys,7350,25,62,25
pIsDRb4xbzyD,watches_gifts,350,16,14,11
tQSTooJNc6vp,toys,400,30,10,30
RZW9SelPr7Vv,toys,200,20,10,15
DrkW3aIlOdoc,toys,175,20,9,17
ldrI9pnYJQcv,toys,1400,30,28,28
pVKDSWeIqCF7,toys,448,22,17,17
IfXaP31E0HlB,toys,250,20,8,13
r3EaGmbU6ZXL,toys,12475,53,54,18
d9WCTmqYUvpj,housewares,117,21,9,11
AL4ID6xKbCAP,toys,750,18,13,13
KNzqqxsflhXY,toys,7950,27,44,40
zn1PIa7wFZE6,toys,1200,47,7,26
ZcmkLBe1zwC5,toys,490,20,18,16
MsN3WijLjSsu,toys,12650,52,26,52
KNn0tmxVBkV8,watches_gifts,400,16,11,11
MfZGjLefxNPl,toys,200,30,4,40
1ZBHDvlyL6yQ,cool_stuff,1650,23,68,25
g6q3JidloEfW,toys,5850,60,20,29
rY81HpbJG0vD,toys,12150,52,32,36
58JiWeuwV1QV,toys,7500,100,8,56
X2JohtnU4MD8,bed_bath_table,600,45,15,35
HDq02GU8zCWs,toys,3008,32,45,32
axLBYi1XjP6J,toys,200,41,2,29
xrTDVn5InCel,toys,1150,38,23,27
rZ5pT7KeDGN2,toys,710,19,13,14
UOwSug5oQQ0Y,toys,800,25,18,40
jjYAGbe5mVZ7,toys,7100,27,28,35
rkFp7albv3Hz,sports_leisure,1650,40,45,25
vxZq2uDSTCcj,toys,1050,34,6,28
dupHczdArVbe,toys,5900,25,60,25
akZjV5uMtTOT,toys,200,16,2,11
zfikJJwXdROZ,party_supplies,200,16,6,11
vIwbCmpePa0f,toys,450,45,15,35
sjl9ZaR1C6Oc,toys,200,26,2,21
GLHMptKfn5EI,toys,325,17,18,12
GEPrabe9s3ZS,toys,200,16,19,11
E5HSvFtbOS6c,air_conditioning,150,25,25,20
UgkSjxoiV9Ev,toys,2600,50,10,30
9GQoFcKJHapK,watches_gifts,269,17,11,13
dqb5wK6JYDNw,consoles_games,250,16,7,15
hfEa3c65LTA2,toys,5950,20,20,20
1bydLkiYzk76,toys,184,18,10,13
U63iqxEtFGrK,sports_leisure,1550,16,10,16
nIccKDhPZHoz,toys,7850,52,51,17
xDkKDREs5Rx5,toys,2100,42,25,15
pP5el31wbSgv,toys,5500,25,32,47
wPiV60HYX55Z,toys,1200,64,11,15
ASdNoN08dlbQ,toys,500,16,30,16
zxRzshdJHVpK,toys,1700,40,6,30
9SmuYvgVrsw6,toys,600,30,25,20
IkgGn9HxKC7r,toys,550,21,12,20
EG4wDSpFyTth,health_beauty,250,22,10,18
7M9s0RunCeuU,stationery,2000,30,30,30
iHyoD1tXUtof,toys,250,39,2,30
BI8B1KTvYfFI,housewares,14850,35,102,35
4LWNoR74yDu1,toys,1350,16,7,20
JiLvfZNBLbCa,toys,200,16,7,11
jDv1AH7gokBQ,toys,7450,65,17,38
Tpz8vFVFHDLO,housewares,1300,17,30,35
pcc1vTlRqasQ,tablets_printing_image,283,22,12,21
bl45045JCEyJ,toys,200,16,8,11
cqhRjSs7l9yS,toys,250,16,2,20
yHw8ElTAnDqC,toys,700,21,10,15
upFmFFhqiS9X,toys,150,16,7,20
23dCILSjrRXt,books_general_interest,150,26,2,26
RnvYvtOEiQqL,health_beauty,50,16,11,16
AVQD8sukuT5Z,toys,1567,35,25,28
IjxXYZaP2cbF,toys,7000,90,20,25
Awz9FAjPTQDE,toys,12783,36,52,31
nzd6LIUsMgji,watches_gifts,340,47,13,13
CQZraTSqMQTw,toys,2250,25,12,11
YR5JyFV0QB1X,toys,958,29,18,25
tsdhsvFdqfMu,toys,150,19,4,20
EA6ZmPCrbZRQ,toys,250,17,7,13
jRzcwIBaBjPI,toys,16250,57,55,22
EqCFZEaod9Tc,toys,4550,53,36,15
quJGiOrWFlR2,toys,617,17,18,23
ro08JPncYzLh,garden_tools,1650,30,22,30
HPOCq8vZi22U,office_furniture,13350,57,56,22
k5IYbUc8GPhh,toys,300,30,2,25
qKdBzmQEGR6b,toys,200,20,15,15
CMsu6RAtEMSu,toys,500,30,10,30
3H7nJ3Wp12et,toys,350,17,17,17
gNkiFLH0naWG,toys,8100,30,36,46
0WyL1PG2mUrt,bed_bath_table,250,40,4,30
hZtdW44nvjVJ,toys,1150,30,22,22
Bs8Ap0OWx7rX,toys,1100,60,17,42
2dldp9o9u2YT,toys,175,18,11,14
FkJWD6u7OOS8,toys,200,23,3,16
eW5MrIvtzH5a,toys,350,19,12,13
DsP0QUh8tgta,toys,100,20,20,20
rLVdz8AxkBem,toys,167,21,9,14
Jdcav9kmuzJ3,bed_bath_table,1500,49,16,39
ro08JPncYzLh,garden_tools,1650,30,22,30
teDfRYKCvVj3,toys,2800,42,25,15
WixYLdZoMndW,toys,1650,37,17,34
rdRAleUSigRc,toys,1050,24,32,24
XGKfCA6fsHsf,toys,1400,33,10,49
kC86sKljCh5I,electronics,113,16,10,12
8mkwGz8Fddiq,toys,200,42,12,12
RGFoDM3lIDPU,toys,700,16,16,16
2NDHjxdUzmLC,toys,6550,30,30,30
dj0JydweuZ8c,toys,225,17,6,13
0sy4T7FccUHS,sports_leisure,2100,36,9,14
rA0r94YD97un,toys,250,16,2,20
cDHQRx6Mr5x7,toys,100,19,3,11
lqGi4LqTFa37,toys,200,16,10,15
hbaMAwyAE4EK,toys,3000,45,10,30
ssZQDTdv1ISb,toys,400,34,4,22
23AspxezOBXx,housewares,750,35,15,35
grlqr8bH1ZTA,housewares,825,43,19,18
StKCo1Z6sHms,toys,1200,33,13,20
uocghwQemwIJ,toys,400,28,13,12
44g35xbYuK4k,toys,2100,25,9,32
qOiDnN39CMGm,toys,6550,38,30,28
em3HM1GpHKEn,toys,10700,40,40,40
hIKGv3hBF2wB,electronics,150,24,12,18
Jwy1Wp0P2Kdb,toys,200,16,10,16
uxdyBzsEist4,toys,300,16,2,20
vxQjOFTsi71S,electronics,100,18,14,15
vHnEPJP2R48s,toys,9000,42,12,39
CRjJ74NYMi1i,toys,3250,37,10,40
hWg9m9z5eMLw,toys,4100,63,25,23
WclJQrbpWtRx,bed_bath_table,4850,75,5,50
w4V9GN0moIyj,toys,410,16,9,13
emGXel58GpPI,toys,1150,42,11,12
pecXRGiOsaF1,toys,850,20,12,13
AbwZ062WsH3p,telephony,200,18,6,20
g6q3JidloEfW,toys,5850,60,20,29
kpaWBO7LJ3AD,toys,560,19,13,17
zmlBaWwZ31tJ,toys,2100,23,40,16
3jIEszhNfNPc,toys,200,20,10,20
IN4T8peU0z1k,toys,500,33,19,16
ymZvN9XtTHxn,toys,1110,19,11,18
Xt6qpgfQcwXN,toys,6700,36,31,36
x6U3DPqTlITq,toys,300,17,4,12
aqDQ5TGo0OyN,garden_tools,7750,54,28,28
HVb0WK2Cg43g,toys,4450,16,29,23
yCWWm9Y8xh5y,toys,722,33,6,25
ronaFSyRDCrW,toys,1250,26,21,20
obg3pMkiRBOY,telephony,600,23,18,20
