account_id,customer_id,branch_id,account_type,open_date,current_balance,account_status
200889,100889,15,Savings,2017-04-04,640120.65,ACTIVE
200890,100890,10,Savings,2020-03-12,1737861.66,ACTIVE
200891,100891,24,Savings,2024-10-20,2177250.53,ACTIVE
200892,100892,42,Savings,2016-06-02,1980109.96,ACTIVE
200893,100893,8,Salary,2024-09-20,3346708.39,ACTIVE
200894,100894,24,Savings,2018-04-07,4459519.57,ACTIVE
200895,100895,16,Current,2017-01-14,1530604.29,ACTIVE
200896,100896,49,Current,2020-12-22,2759609.74,ACTIVE
200897,100897,26,Salary,2021-09-03,3947152.4,ACTIVE
200898,100898,27,Savings,2016-04-12,2081382.19,ACTIVE
200899,100899,37,Salary,2024-12-16,841006.58,ACTIVE
200900,100900,4,Savings,2021-05-30,2375017.35,ACTIVE
200901,100901,50,Current,2021-08-10,276584.99,ACTIVE
200902,100902,24,Current,2017-09-23,4711946.08,ACTIVE
200903,100903,19,Current,2018-02-18,374568.62,ACTIVE
200904,100904,36,Savings,2019-10-25,2192564.35,DORMANT
200905,100905,39,Current,2021-06-03,2649641.36,ACTIVE
200906,100906,10,Savings,2024-03-19,4926526.51,ACTIVE
200907,100907,25,Current,2021-11-14,830526.11,ACTIVE
200908,100908,18,Salary,2019-06-25,572600.38,ACTIVE
200909,100909,19,Savings,2024-09-11,44026.38,ACTIVE
200910,100910,36,Salary,2019-09-02,778279.4,ACTIVE
200911,100911,10,Savings,2017-08-09,1036761.26,ACTIVE
200912,100912,33,Savings,2024-08-17,3153089.42,ACTIVE
200913,100913,50,Savings,2017-02-06,1098924.1,ACTIVE
200914,100914,5,Savings,2025-03-21,103093.81,ACTIVE
200915,100915,47,Current,2021-10-15,4133178.42,ACTIVE
200916,100916,49,Savings,2023-08-03,1828295.71,ACTIVE
200917,100917,35,Savings,2017-06-27,1768806.58,DORMANT
200918,100918,44,Salary,2018-04-20,1512743.91,ACTIVE
200919,100919,34,Current,2024-02-15,4876878.7,ACTIVE
200920,100920,33,Current,2016-05-29,850992.03,ACTIVE
200921,100921,21,Salary,2021-02-24,4491241.2,ACTIVE
200922,100922,17,Current,2020-05-06,3884128.26,ACTIVE
200923,100923,22,Savings,2024-01-02,382861.54,ACTIVE
200924,100924,48,Savings,2021-11-09,4933652.14,ACTIVE
200925,100925,37,Current,2017-04-19,1357194.13,ACTIVE
200926,100926,15,Savings,2016-01-17,493365.34,ACTIVE
200927,100927,35,Current,2019-06-27,4146656.51,DORMANT
200928,100928,28,Savings,2016-06-29,3533524.33,ACTIVE
200929,100929,7,Savings,2023-09-15,3086285.42,ACTIVE
200930,100930,32,Savings,2025-07-05,780326.33,ACTIVE
200931,100931,11,Current,2022-08-31,2392741.33,ACTIVE
200932,100932,10,Savings,2016-12-22,3902889.86,ACTIVE
200933,100933,9,Current,2019-09-27,1518467.88,ACTIVE
200934,100934,14,Savings,2021-03-27,1558793.3,ACTIVE
200935,100935,13,Savings,2016-07-07,16202.96,DORMANT
200936,100936,25,Salary,2017-02-26,871629.89,DORMANT
200937,100937,2,Current,2021-11-02,4377090.42,DORMANT
200938,100938,35,Savings,2024-08-04,2209011.58,ACTIVE
200939,100939,7,Current,2023-05-23,4921180.38,ACTIVE
200940,100940,21,Savings,2024-05-11,1978841.96,ACTIVE
200941,100941,18,Savings,2019-07-03,3576074.68,ACTIVE
200942,100942,3,Savings,2016-04-02,1409954.26,ACTIVE
200943,100943,42,Current,2022-06-23,1819366.3,ACTIVE
200944,100944,39,Current,2024-07-03,954034.57,ACTIVE
200945,100945,41,Savings,2019-07-02,1735638.31,ACTIVE
200946,100946,49,Salary,2023-03-01,2736413.98,ACTIVE
200947,100947,11,Savings,2018-05-09,4958868.52,CLOSED
200948,100948,39,Savings,2019-08-07,3321176.46,ACTIVE
200949,100949,24,Savings,2018-04-01,996630.15,ACTIVE
200950,100950,46,Savings,2018-02-27,225284.73,ACTIVE
200951,100951,19,Savings,2019-03-19,632219.23,ACTIVE
200952,100952,4,Savings,2019-02-07,2812994.73,CLOSED
200953,100953,26,Current,2021-12-20,3825919.06,ACTIVE
200954,100954,38,Savings,2019-07-31,4702125.83,ACTIVE
200955,100955,42,Savings,2024-08-31,79607.95,ACTIVE
200956,100956,32,Savings,2020-12-11,2614039.33,CLOSED
200957,100957,39,Savings,2023-07-11,2354601.35,ACTIVE
200958,100958,45,Savings,2017-04-26,3280447.08,DORMANT
200959,100959,46,Current,2019-01-21,2798114.48,ACTIVE
200960,100960,36,Savings,2017-09-03,3435352.23,ACTIVE
200961,100961,40,Current,2017-10-07,3290583.88,ACTIVE
200962,100962,37,Salary,2019-01-25,585500.12,DORMANT
200963,100963,33,Savings,2017-04-13,3998689.71,ACTIVE
200964,100964,36,Current,2016-03-03,616601.26,ACTIVE
200965,100965,3,Savings,2022-12-26,3492803.86,ACTIVE
200966,100966,9,Current,2022-04-11,2081018.77,ACTIVE
200967,100967,8,Savings,2021-10-06,2569496.75,ACTIVE
200968,100968,33,Savings,2017-02-23,4516538.42,CLOSED
200969,100969,6,Savings,2018-04-26,4449473.69,ACTIVE
200970,100970,41,Savings,2022-01-31,4089372.6,ACTIVE
200971,100971,39,Savings,2019-12-05,2550986.83,ACTIVE
200972,100972,4,Savings,2022-02-28,3681330.93,ACTIVE
200973,100973,13,Savings,2019-07-28,2564728.83,ACTIVE
200974,100974,49,Salary,2019-01-15,4348095.61,ACTIVE
200975,100975,2,Current,2017-08-02,2014177.78,ACTIVE
200976,100976,5,Savings,2023-11-25,4851191.6,ACTIVE
200977,100977,44,Savings,2025-01-06,4661647.63,ACTIVE
200978,100978,27,Salary,2019-03-06,3708142.3,ACTIVE
200979,100979,32,Current,2022-06-09,1397439.71,ACTIVE
200980,100980,21,Current,2018-09-29,658702.12,CLOSED
200981,100981,8,Savings,2017-12-02,4273589.9,DORMANT
200982,100982,38,Savings,2016-10-18,826928.78,DORMANT
200983,100983,8,Savings,2019-06-29,4271376.81,ACTIVE
200984,100984,50,Savings,2022-11-16,2454079.65,ACTIVE
200985,100985,3,Current,2019-10-19,2033080.64,ACTIVE
200986,100986,44,Current,2022-01-23,4516002.3,ACTIVE
200987,100987,3,Savings,2020-12-22,3019452.99,ACTIVE
200988,100988,22,Salary,2016-07-26,2883281.73,ACTIVE
200989,100989,6,Savings,2017-06-16,2794050.34,ACTIVE
200990,100990,2,Savings,2016-04-28,1856162.0,ACTIVE
200991,100991,23,Savings,2021-04-12,3928322.7,CLOSED
200992,100992,44,Salary,2023-07-29,1264365.82,ACTIVE
200993,100993,2,Savings,2016-07-25,4694505.35,DORMANT
200994,100994,38,Salary,2017-03-09,4469979.03,ACTIVE
200995,100995,17,Current,2020-04-20,1687732.89,ACTIVE
200996,100996,35,Savings,2016-08-08,3647454.12,ACTIVE
200997,100997,34,Savings,2016-12-18,2866329.36,ACTIVE
200998,100998,23,Salary,2020-10-12,1688577.69,CLOSED
200999,100999,30,Savings,2020-05-24,4942613.98,DORMANT
201000,101000,8,Salary,2018-01-03,126674.11,ACTIVE
