transaction_id,account_id,transaction_date,transaction_type,amount,channel,running_balance
300803,200992,2025-03-07,DEBIT,155895.1,ONLINE,1238198.76
300804,200527,2022-09-28,DEBIT,104547.11,ONLINE,4036824.43
300805,200804,2023-09-20,CREDIT,128240.87,IMPS,3815083.18
300806,200831,2022-12-18,DEBIT,157287.7,UPI,1931086.52
300807,200325,2023-06-17,DEBIT,81081.1,BRANCH,4772007.31
300808,200214,2023-04-10,DEBIT,641.36,BRANCH,4553259.76
300809,200208,2024-09-18,DEBIT,170004.3,NEFT,4811522.6
300810,200169,2024-02-01,CREDIT,76239.98,IMPS,2139859.49
300811,200330,2023-08-14,DEBIT,99258.94,NEFT,987769.18
300812,200280,2022-04-07,CREDIT,1652.55,NEFT,3133479.87
300813,200978,2022-10-31,CREDIT,98469.19,BRANCH,3424023.4
300814,200305,2023-12-25,CREDIT,197298.83,NEFT,627646.2
300815,200146,2023-08-06,DEBIT,55725.71,UPI,3932521.93
300816,200775,2024-07-22,DEBIT,79144.11,NEFT,90792.07
300817,200516,2022-12-07,DEBIT,137469.28,UPI,2413900.57
300818,200090,2022-11-26,DEBIT,162977.25,BRANCH,1655415.79
300819,200453,2025-01-01,CREDIT,83536.59,IMPS,3701645.15
300820,200060,2023-08-08,CREDIT,62002.81,ONLINE,1564147.26
300821,200311,2023-01-09,DEBIT,187571.38,UPI,4134122.16
300822,200528,2022-12-26,DEBIT,135461.28,IMPS,2974969.97
300823,200227,2022-11-11,DEBIT,23892.36,IMPS,3969569.86
300824,200474,2022-11-27,DEBIT,13878.68,UPI,4946708.52
300825,200978,2023-05-03,DEBIT,96761.62,BRANCH,3395952.15
300826,200541,2022-08-28,DEBIT,44096.0,ATM,4924759.11
300827,200663,2022-03-26,DEBIT,50871.55,IMPS,144667.22
300828,200757,2023-10-11,CREDIT,175550.67,IMPS,1691030.87
300829,200782,2025-03-22,CREDIT,18004.25,BRANCH,539712.4
300830,200079,2022-09-17,CREDIT,143101.29,BRANCH,1311893.5
300831,200433,2024-06-21,CREDIT,54301.34,NEFT,4194520.05
300832,200801,2023-06-18,DEBIT,152089.61,BRANCH,162100.16
300833,200153,2024-01-28,DEBIT,144510.04,IMPS,2601154.59
300834,200789,2023-01-13,DEBIT,1577.64,UPI,2835859.97
300835,200401,2023-02-25,DEBIT,101876.17,ATM,2805975.16
300836,200279,2025-02-25,DEBIT,27949.96,NEFT,2376747.72
300837,200057,2022-03-13,CREDIT,173258.78,UPI,3953119.52
300838,200977,2023-10-12,DEBIT,174330.02,ATM,668148.68
300839,200186,2023-12-06,CREDIT,83727.33,ATM,1553229.79
300840,200398,2022-10-30,DEBIT,88934.68,ATM,3078822.4
300841,200605,2024-02-03,CREDIT,60726.26,ONLINE,3454911.36
300842,200788,2024-07-07,DEBIT,143349.6,UPI,2021040.08
300843,200158,2025-01-10,CREDIT,71796.41,NEFT,4376918.63
300844,200787,2022-11-29,DEBIT,53631.72,NEFT,2077759.24
300845,200693,2024-12-28,DEBIT,86502.99,ATM,2014179.28
300846,200359,2023-09-10,DEBIT,18388.35,UPI,181518.2
300847,200440,2022-09-06,DEBIT,149345.98,ONLINE,2755931.11
300848,200589,2022-02-21,CREDIT,2618.02,ATM,3543549.85
300849,200466,2024-04-08,DEBIT,128932.56,BRANCH,572633.6
300850,200663,2024-10-19,CREDIT,36654.62,NEFT,1527511.11
300851,200446,2022-10-25,DEBIT,46557.57,IMPS,3906394.14
300852,200750,2024-07-27,CREDIT,127162.84,ATM,1829914.22
300853,200801,2023-10-18,DEBIT,198589.4,BRANCH,1208391.51
300854,200743,2022-11-16,DEBIT,155565.73,NEFT,3361167.22
300855,200488,2022-01-09,CREDIT,45245.34,ONLINE,984195.51
300856,200530,2025-01-23,DEBIT,35287.35,UPI,4478316.77
300857,200073,2024-11-05,DEBIT,173259.95,NEFT,528439.18
300858,200929,2023-11-10,CREDIT,88892.37,UPI,3532895.74
300859,200928,2023-08-29,DEBIT,27496.86,UPI,2497993.73
300860,200701,2024-08-28,CREDIT,172456.06,ONLINE,4349712.85
300861,200950,2023-08-17,DEBIT,163236.86,ONLINE,631412.36
300862,200017,2025-03-20,CREDIT,196782.88,ATM,3389635.65
300863,200531,2022-10-29,CREDIT,181957.76,ATM,2860487.17
300864,200731,2025-03-03,CREDIT,170372.89,NEFT,2400710.67
300865,200326,2024-06-24,CREDIT,10609.62,ONLINE,2457290.61
300866,200995,2023-11-25,DEBIT,20972.63,BRANCH,3610023.82
300867,200632,2022-08-19,DEBIT,113839.74,NEFT,4688739.4
300868,200613,2024-09-07,CREDIT,106342.7,IMPS,456712.67
300869,200546,2022-03-24,DEBIT,91646.85,UPI,98003.49
300870,200596,2022-10-13,DEBIT,79418.19,UPI,4028621.11
300871,200921,2025-02-02,DEBIT,86298.98,ATM,541292.85
300872,200708,2022-08-28,CREDIT,113902.66,BRANCH,4933490.63
300873,200842,2023-09-23,DEBIT,515.1,ONLINE,3096931.57
300874,200202,2022-02-20,DEBIT,52215.68,ONLINE,3254506.54
300875,200344,2024-04-02,CREDIT,103704.12,ATM,994859.07
300876,200853,2023-03-28,DEBIT,144471.0,IMPS,1201941.4
300877,200523,2024-07-02,CREDIT,34913.92,NEFT,3296921.84
300878,200859,2024-01-02,CREDIT,109421.55,NEFT,4548679.33
300879,200400,2022-07-09,CREDIT,142920.49,BRANCH,4911961.58
300880,200218,2023-10-31,DEBIT,88981.07,ATM,990555.72
300881,200445,2022-04-23,DEBIT,5513.52,ATM,671031.05
300882,200765,2023-02-04,CREDIT,89908.7,IMPS,282478.59
300883,200222,2025-04-09,CREDIT,59359.33,NEFT,4341550.94
300884,200383,2024-12-14,CREDIT,185936.96,ATM,1473926.88
300885,200881,2023-03-31,CREDIT,25010.22,ONLINE,9559.26
300886,200592,2023-07-24,CREDIT,130529.94,BRANCH,1119478.52
300887,200007,2023-02-05,CREDIT,10638.68,NEFT,1702535.18
300888,200272,2022-02-16,DEBIT,89289.47,IMPS,4954935.35
300889,200739,2022-06-21,CREDIT,110840.5,BRANCH,2617946.2
300890,200016,2025-01-07,CREDIT,59661.19,UPI,1023967.38
300891,200424,2024-07-01,CREDIT,91069.62,ONLINE,1674424.31
300892,200524,2022-06-28,DEBIT,32794.4,IMPS,1651873.28
300893,200803,2024-11-14,DEBIT,60894.36,BRANCH,99118.87
300894,200753,2024-03-18,DEBIT,124259.15,ATM,676347.68
300895,200021,2023-02-03,DEBIT,60429.83,UPI,3476134.7
300896,200690,2024-10-01,CREDIT,179958.64,IMPS,601694.81
300897,200939,2023-10-13,DEBIT,125718.55,ATM,1154056.02
300898,200228,2024-11-13,CREDIT,87785.94,ONLINE,1754011.12
300899,200785,2022-04-25,CREDIT,7847.51,UPI,3788795.86
300900,200288,2024-01-10,CREDIT,99959.71,NEFT,2912213.62
300901,200809,2024-03-25,CREDIT,152978.77,ATM,3445155.42
300902,200134,2022-10-30,CREDIT,53184.96,BRANCH,2835278.12
300903,200984,2024-05-25,CREDIT,161374.04,IMPS,3418120.33
300904,200283,2024-01-28,DEBIT,50436.17,UPI,14709.35
300905,200404,2024-03-01,DEBIT,164766.9,ATM,4654525.27
300906,200665,2024-02-03,DEBIT,17145.14,NEFT,555045.69
300907,200066,2022-01-25,DEBIT,173250.12,IMPS,2031542.36
300908,200649,2023-08-06,DEBIT,99887.37,IMPS,3855306.33
300909,200604,2023-12-08,CREDIT,59377.86,ATM,2176435.97
300910,200437,2023-12-21,DEBIT,53096.14,NEFT,4734239.34
300911,200829,2023-09-23,DEBIT,86458.91,ONLINE,2338210.95
300912,200934,2024-07-01,DEBIT,199809.99,ONLINE,4374759.56
300913,200259,2025-02-22,CREDIT,44143.45,UPI,4054235.15
300914,200980,2022-06-29,CREDIT,20733.01,ATM,4904941.02
300915,200966,2023-03-18,CREDIT,117048.53,UPI,4632775.63
300916,200103,2024-06-28,DEBIT,97759.64,ONLINE,4490670.11
300917,200993,2024-05-01,DEBIT,104886.83,IMPS,3658155.9
300918,200567,2024-06-25,DEBIT,133420.39,UPI,1835307.24
300919,200769,2023-08-15,DEBIT,53502.1,NEFT,531074.03
300920,200101,2022-12-02,DEBIT,182141.93,BRANCH,3443380.94
300921,200198,2024-05-18,CREDIT,87190.85,ONLINE,4893281.08
300922,200813,2024-04-28,DEBIT,25904.33,ONLINE,3633158.88
300923,200226,2022-10-13,CREDIT,148485.52,NEFT,4643682.48
300924,200943,2022-06-26,DEBIT,128656.56,UPI,4021621.41
300925,200463,2022-10-22,CREDIT,63217.11,ATM,815991.82
300926,200237,2023-03-02,CREDIT,124341.59,IMPS,1246394.25
300927,200026,2023-09-14,CREDIT,44050.41,BRANCH,1709657.08
300928,200121,2024-08-30,CREDIT,89023.39,ATM,841718.09
300929,200910,2024-12-11,DEBIT,179892.56,ATM,2908465.84
300930,200506,2023-11-18,DEBIT,26793.49,NEFT,4877264.9
300931,200182,2022-05-16,DEBIT,77400.62,UPI,3807413.44
300932,200711,2024-02-09,CREDIT,164246.37,ONLINE,2117222.05
300933,200814,2022-07-01,DEBIT,193901.23,ONLINE,23020.15
300934,200767,2022-01-14,DEBIT,90839.83,NEFT,1566723.42
300935,200634,2024-04-18,DEBIT,101449.22,UPI,2634033.06
300936,200543,2023-07-14,DEBIT,114477.18,NEFT,1621592.24
300937,200984,2024-04-28,CREDIT,186476.39,ONLINE,555619.1
300938,200315,2022-12-25,CREDIT,171655.54,ATM,2214103.4
300939,200991,2025-02-12,DEBIT,34203.16,IMPS,1266637.46
300940,200797,2024-08-04,DEBIT,87407.89,UPI,4546207.27
300941,200618,2025-03-09,DEBIT,92853.69,BRANCH,509221.77
300942,200736,2022-10-08,CREDIT,157840.31,BRANCH,246238.57
300943,200273,2023-02-13,CREDIT,120618.29,ATM,27068.19
300944,200910,2023-01-16,CREDIT,130878.67,NEFT,1640684.39
300945,200232,2024-02-21,DEBIT,199640.16,NEFT,3302104.0
300946,200420,2023-08-16,CREDIT,15084.51,ONLINE,3652203.56
300947,200768,2025-02-08,CREDIT,44679.66,ATM,2266581.79
300948,200442,2024-10-01,CREDIT,81638.4,ONLINE,3421801.09
300949,200496,2022-03-28,CREDIT,69621.7,ONLINE,1799890.22
300950,200024,2023-09-11,CREDIT,4426.95,BRANCH,3339197.2
300951,200109,2025-04-13,DEBIT,18446.34,ONLINE,203459.63
300952,200703,2023-09-15,DEBIT,136222.56,ONLINE,1954069.55
300953,200502,2024-10-08,DEBIT,175876.96,BRANCH,3954352.96
300954,200859,2025-02-19,DEBIT,102893.98,NEFT,4015128.65
300955,200025,2024-08-07,CREDIT,107884.3,UPI,3580885.82
300956,200187,2023-04-05,DEBIT,51093.18,IMPS,1021590.98
300957,200288,2022-02-24,DEBIT,153598.49,ONLINE,1236401.99
300958,200628,2022-01-06,DEBIT,150383.74,UPI,4980445.59
300959,200338,2022-11-12,CREDIT,117714.3,BRANCH,517338.35
300960,200878,2023-06-22,DEBIT,42611.59,UPI,903723.16
300961,200914,2023-09-07,CREDIT,19493.94,IMPS,650566.27
300962,200037,2024-08-25,CREDIT,12941.29,UPI,1638610.99
300963,200794,2022-09-12,CREDIT,118579.94,UPI,1051274.09
300964,200137,2023-08-13,DEBIT,165024.56,UPI,2488690.95
300965,200508,2024-05-04,CREDIT,171680.25,UPI,2380365.52
300966,200227,2023-01-03,DEBIT,92778.05,ATM,4507577.34
300967,200320,2024-10-04,DEBIT,156875.83,ONLINE,174182.37
300968,200840,2023-05-17,DEBIT,189381.35,BRANCH,1599737.94
300969,200916,2022-02-28,CREDIT,55106.51,IMPS,2983491.13
300970,200182,2022-09-02,CREDIT,79652.27,BRANCH,3024206.41
300971,200874,2023-07-22,DEBIT,186302.65,ATM,2400891.08
300972,200086,2024-10-06,CREDIT,67712.37,ATM,4078419.87
300973,200467,2022-05-17,CREDIT,182783.87,ATM,314079.5
300974,200926,2024-01-11,CREDIT,196210.87,ONLINE,4077531.08
300975,200053,2025-04-05,DEBIT,132395.96,ATM,2474023.83
300976,200860,2024-09-11,CREDIT,163396.37,UPI,669236.6
300977,200867,2025-03-04,CREDIT,149934.16,BRANCH,4428566.72
300978,200235,2024-06-12,DEBIT,139936.9,NEFT,3246319.28
300979,200959,2023-06-13,CREDIT,61455.52,IMPS,818146.66
300980,200779,2024-09-01,DEBIT,11513.16,ATM,168731.79
300981,200799,2022-09-02,CREDIT,68676.04,BRANCH,705977.69
300982,200433,2024-02-04,CREDIT,133420.5,ATM,3044185.4
300983,200496,2024-11-15,CREDIT,20595.59,ONLINE,896891.53
300984,200999,2025-03-24,CREDIT,2482.4,ATM,1129202.49
300985,200100,2022-02-05,CREDIT,28024.51,ATM,126186.06
300986,200990,2023-06-16,CREDIT,143175.61,ATM,3614791.9
300987,200599,2022-11-30,DEBIT,194561.46,ATM,4051916.82
300988,200403,2025-04-06,CREDIT,196614.63,IMPS,3984342.46
300989,200396,2022-04-30,CREDIT,98846.43,BRANCH,638276.97
300990,200527,2022-10-27,CREDIT,173883.52,ONLINE,4516553.99
300991,200415,2023-10-17,DEBIT,147391.61,ATM,3361558.01
300992,200939,2024-08-02,DEBIT,100257.94,ATM,4487694.35
300993,200613,2022-10-05,DEBIT,114594.83,ATM,2236078.94
300994,200677,2024-01-02,CREDIT,27531.71,ATM,2185055.83
300995,200463,2022-12-01,CREDIT,187538.53,UPI,3922790.33
300996,200541,2022-04-19,DEBIT,70450.76,UPI,466942.63
300997,200626,2023-07-13,DEBIT,89285.24,NEFT,2604609.75
300998,200619,2024-01-10,DEBIT,134364.88,ATM,4182002.99
300999,200922,2024-05-09,CREDIT,66847.1,NEFT,4151047.72
301000,200364,2023-12-31,DEBIT,50926.41,IMPS,4780686.22
