loan_id,customer_id,account_id,loan_type,loan_amount,interest_rate,loan_start_date,loan_status
400715,100264,200901,Home Loan,404752.71,12.33,2019-11-01,ACTIVE
400716,100974,200024,Car Loan,7509123.93,14.3,2023-03-29,ACTIVE
400717,100522,200540,Personal Loan,7612062.01,8.09,2022-11-23,ACTIVE
400718,100963,200062,Personal Loan,9535799.74,13.81,2019-04-21,ACTIVE
400719,100678,200491,Home Loan,635930.64,8.38,2023-07-21,ACTIVE
400720,100541,200273,Education Loan,6008882.92,10.25,2018-06-17,ACTIVE
400721,100783,200229,Education Loan,4335621.65,13.46,2022-12-14,ACTIVE
400722,100087,200020,Personal Loan,3373266.25,13.84,2021-12-31,ACTIVE
400723,100535,200003,Car Loan,994153.75,11.04,2024-04-16,CLOSED
400724,100210,200421,Education Loan,5670275.78,11.66,2023-06-11,ACTIVE
400725,100046,200730,Personal Loan,4842503.18,12.46,2023-02-18,ACTIVE
400726,100467,200911,Car Loan,1135089.14,13.33,2023-07-13,ACTIVE
400727,100540,200307,Car Loan,6163646.12,8.35,2019-04-06,ACTIVE
400728,100026,200432,Education Loan,7405735.89,13.17,2019-08-30,DEFAULT
400729,100266,200136,Personal Loan,7696055.18,10.87,2019-05-22,ACTIVE
400730,100175,200909,Car Loan,9063194.56,10.65,2021-12-02,ACTIVE
400731,100516,200944,Car Loan,4153760.34,10.47,2019-01-19,ACTIVE
400732,100311,200515,Home Loan,9535420.41,11.06,2020-04-14,ACTIVE
400733,100322,200193,Home Loan,8667751.11,14.12,2021-03-09,ACTIVE
400734,100579,200585,Education Loan,3035365.55,11.34,2020-01-10,ACTIVE
400735,100135,200415,Home Loan,1676902.07,14.17,2019-11-21,CLOSED
400736,100055,200873,Personal Loan,4410355.02,8.76,2023-09-15,ACTIVE
400737,100976,200118,Education Loan,4078797.21,12.57,2021-01-22,ACTIVE
400738,100543,200666,Education Loan,5799621.12,13.19,2024-04-26,ACTIVE
400739,100586,200209,Home Loan,5875523.7,12.25,2024-07-26,ACTIVE
400740,100531,200952,Car Loan,7524871.15,11.75,2020-05-19,ACTIVE
400741,100156,200034,Personal Loan,5147910.49,11.45,2024-07-18,ACTIVE
400742,100849,200649,Personal Loan,1137744.15,13.53,2018-01-17,ACTIVE
400743,100668,200318,Personal Loan,8597084.22,13.25,2023-11-25,ACTIVE
400744,100147,200120,Education Loan,3166669.37,8.36,2024-05-26,CLOSED
400745,100485,200627,Personal Loan,9715844.86,13.44,2020-01-10,ACTIVE
400746,100599,200525,Car Loan,1266815.08,10.4,2022-09-02,CLOSED
400747,100020,200581,Car Loan,9586686.61,9.28,2018-11-11,ACTIVE
400748,100269,200937,Home Loan,1001016.89,13.59,2020-10-05,ACTIVE
400749,100333,200845,Personal Loan,2387257.77,10.52,2023-08-03,DEFAULT
400750,100555,200769,Education Loan,561141.43,13.16,2019-01-22,ACTIVE
400751,100907,200089,Home Loan,7080620.15,9.34,2021-09-08,CLOSED
400752,100944,200512,Car Loan,8517957.49,7.53,2018-04-17,CLOSED
400753,100911,200047,Personal Loan,4397303.71,10.97,2021-03-10,ACTIVE
400754,100401,200772,Car Loan,9292368.54,8.2,2019-05-15,ACTIVE
400755,100950,200740,Home Loan,5943960.81,12.78,2022-06-03,ACTIVE
400756,100306,200959,Car Loan,6337070.64,9.43,2022-03-11,DEFAULT
400757,100028,200692,Personal Loan,8469650.1,10.61,2024-08-15,CLOSED
400758,100467,200522,Personal Loan,3038322.03,8.11,2019-03-11,ACTIVE
400759,100260,200284,Home Loan,3607230.64,9.51,2021-08-18,ACTIVE
400760,100534,200377,Personal Loan,9068924.0,12.97,2019-09-22,ACTIVE
400761,100982,200638,Car Loan,9019538.61,8.56,2018-04-29,ACTIVE
400762,100887,200134,Car Loan,9767179.48,12.03,2018-11-29,ACTIVE
400763,100101,200667,Education Loan,9028199.33,13.92,2023-03-01,ACTIVE
400764,100551,200248,Education Loan,1360983.16,12.26,2023-05-20,ACTIVE
400765,100802,200652,Education Loan,8254870.43,13.18,2023-02-03,ACTIVE
400766,100353,200318,Car Loan,4157400.93,8.26,2021-01-08,CLOSED
400767,100300,200436,Car Loan,9908933.42,9.26,2024-08-30,DEFAULT
400768,100682,200176,Home Loan,4775581.55,13.76,2018-01-24,CLOSED
400769,100296,200835,Education Loan,5582977.22,12.51,2021-09-11,CLOSED
400770,100353,200686,Car Loan,5344771.66,11.98,2018-06-29,ACTIVE
400771,100908,200993,Home Loan,3285196.6,12.15,2023-01-30,ACTIVE
400772,100130,200586,Car Loan,842718.68,10.4,2021-08-23,ACTIVE
400773,100156,200351,Home Loan,8966947.18,7.81,2024-05-20,CLOSED
400774,100074,200143,Education Loan,8046490.54,12.99,2019-06-14,DEFAULT
400775,100342,200967,Education Loan,1481315.13,12.25,2020-05-15,CLOSED
400776,100465,200804,Education Loan,7790005.89,10.81,2018-07-19,CLOSED
400777,100090,200398,Car Loan,6295881.99,13.8,2021-03-04,ACTIVE
400778,100579,200624,Car Loan,4150523.5,9.85,2021-08-16,ACTIVE
400779,100455,200718,Home Loan,2614809.38,9.56,2018-08-16,ACTIVE
400780,100748,200643,Personal Loan,8611314.96,13.61,2018-10-17,ACTIVE
400781,100712,200369,Personal Loan,7031863.77,13.08,2024-02-20,ACTIVE
400782,100980,200501,Education Loan,5522625.1,11.1,2024-10-02,ACTIVE
400783,100332,200622,Personal Loan,6134728.49,8.42,2022-04-12,ACTIVE
400784,100739,200370,Education Loan,1001555.2,9.01,2019-01-15,ACTIVE
400785,100977,200579,Home Loan,4791805.63,12.09,2022-06-22,ACTIVE
400786,100348,200382,Personal Loan,2017632.9,10.2,2020-11-11,ACTIVE
400787,100233,200086,Personal Loan,2162998.42,13.36,2019-12-31,ACTIVE
400788,100778,200787,Education Loan,6646909.23,14.15,2020-09-10,ACTIVE
400789,100598,200739,Home Loan,9121435.9,13.14,2022-06-22,ACTIVE
400790,100102,200460,Personal Loan,4097190.44,10.14,2019-01-01,CLOSED
400791,100953,200950,Personal Loan,2156717.8,13.02,2018-03-26,ACTIVE
400792,100481,200325,Personal Loan,6522594.68,9.96,2020-05-02,ACTIVE
400793,100214,200522,Home Loan,8724751.76,8.67,2019-10-30,CLOSED
400794,100108,200489,Home Loan,7508356.13,7.73,2022-05-11,CLOSED
400795,100165,200929,Personal Loan,8700696.58,10.2,2022-07-07,CLOSED
400796,100973,200397,Education Loan,5411891.24,13.82,2021-03-13,ACTIVE
400797,100603,200896,Education Loan,7543574.82,9.17,2019-09-24,ACTIVE
400798,100704,200355,Personal Loan,1486639.14,8.95,2019-05-09,ACTIVE
400799,100335,200947,Home Loan,3547918.69,14.29,2021-05-07,ACTIVE
400800,100086,200288,Personal Loan,3956536.73,7.68,2023-07-04,DEFAULT
400801,100734,200459,Home Loan,5161827.89,13.0,2022-11-06,ACTIVE
400802,100875,200624,Personal Loan,9297855.97,9.75,2021-06-24,ACTIVE
400803,100424,200998,Home Loan,8755535.95,7.76,2024-10-07,ACTIVE
400804,100613,200536,Car Loan,1431802.37,13.92,2019-06-22,ACTIVE
400805,100738,200291,Education Loan,1810617.55,8.48,2022-01-10,ACTIVE
400806,100364,200851,Car Loan,3640641.44,11.36,2019-01-29,CLOSED
400807,100060,200838,Education Loan,2978364.27,9.42,2022-02-14,CLOSED
400808,100482,200168,Home Loan,6186232.44,7.96,2023-10-01,DEFAULT
400809,100250,200950,Car Loan,9037482.87,7.85,2020-03-29,ACTIVE
400810,100560,200621,Education Loan,9626686.26,8.31,2023-06-29,ACTIVE
400811,100117,200428,Personal Loan,6570669.23,8.0,2022-12-30,ACTIVE
400812,100739,200702,Home Loan,8397776.09,12.82,2022-05-09,ACTIVE
400813,100874,200490,Home Loan,5299501.78,10.9,2023-05-06,DEFAULT
400814,100915,200355,Personal Loan,2162436.77,9.9,2021-01-04,ACTIVE
400815,100968,200196,Personal Loan,5294415.28,10.43,2024-04-25,CLOSED
400816,100999,200545,Education Loan,5595317.75,14.0,2024-09-24,ACTIVE
400817,100545,200717,Home Loan,7450329.89,13.88,2022-09-29,ACTIVE
400818,100044,200824,Education Loan,2276841.6,12.51,2019-01-05,ACTIVE
400819,100509,200932,Personal Loan,3746272.78,13.69,2022-09-27,ACTIVE
400820,100988,200694,Home Loan,3703871.95,9.74,2022-02-17,CLOSED
400821,100165,200659,Personal Loan,9598452.0,10.17,2020-02-03,ACTIVE
400822,100368,200939,Education Loan,4495055.11,11.8,2022-11-14,CLOSED
400823,100857,200780,Education Loan,7575430.28,11.87,2022-10-11,CLOSED
400824,100292,200011,Education Loan,7533032.68,10.87,2019-01-16,ACTIVE
400825,100849,200582,Home Loan,2728887.43,10.3,2018-06-15,CLOSED
400826,100856,200256,Personal Loan,5761509.92,14.4,2023-10-04,ACTIVE
400827,100917,200396,Personal Loan,8953598.64,13.25,2021-10-31,ACTIVE
400828,100898,200731,Education Loan,4804457.42,10.54,2023-03-14,CLOSED
400829,100799,200809,Education Loan,9456663.32,12.59,2020-07-07,DEFAULT
400830,100876,200409,Education Loan,2223136.47,9.39,2019-09-28,ACTIVE
400831,100737,200362,Education Loan,834175.15,8.2,2023-07-22,ACTIVE
400832,100286,200259,Car Loan,8925393.34,9.97,2023-11-30,ACTIVE
400833,100204,200003,Car Loan,8492043.86,10.32,2023-11-20,ACTIVE
400834,100684,200084,Car Loan,9926639.77,7.62,2018-12-10,ACTIVE
400835,100524,200156,Education Loan,6825995.53,13.2,2021-04-05,DEFAULT
400836,100819,200663,Education Loan,9373210.47,10.01,2023-04-02,ACTIVE
400837,100121,200176,Personal Loan,8286795.35,11.56,2022-11-27,ACTIVE
400838,100945,200707,Home Loan,8459820.7,8.02,2018-11-21,ACTIVE
400839,100756,200938,Personal Loan,5734501.55,8.72,2023-05-11,ACTIVE
400840,100664,200472,Car Loan,3885409.52,13.73,2021-05-15,ACTIVE
400841,100664,200619,Personal Loan,9352124.92,11.76,2019-09-01,ACTIVE
400842,100188,200424,Education Loan,4377960.04,14.15,2019-06-08,CLOSED
400843,100907,200134,Car Loan,5434311.74,14.49,2021-05-15,ACTIVE
400844,100013,200788,Car Loan,4516531.64,10.1,2020-10-15,ACTIVE
400845,100603,200907,Home Loan,5691701.31,9.59,2023-11-13,CLOSED
400846,100200,200864,Home Loan,4758000.28,13.51,2022-10-18,ACTIVE
400847,100586,200380,Car Loan,574878.83,14.49,2021-04-25,ACTIVE
400848,100768,200667,Car Loan,8832277.04,11.91,2024-05-17,ACTIVE
400849,100456,200277,Personal Loan,4499498.81,13.07,2018-07-15,ACTIVE
400850,100448,200236,Car Loan,5930542.12,12.97,2024-03-06,ACTIVE
400851,100788,200752,Education Loan,1477959.25,9.99,2018-11-10,ACTIVE
400852,100840,200882,Personal Loan,133539.7,11.52,2018-07-04,CLOSED
400853,100841,200013,Education Loan,2528371.93,13.33,2023-10-04,CLOSED
400854,100071,200342,Education Loan,7075401.72,12.32,2019-03-17,ACTIVE
400855,100590,200035,Education Loan,1082025.85,7.65,2023-09-23,ACTIVE
400856,100796,200559,Car Loan,9097985.66,9.86,2022-10-07,ACTIVE
400857,100130,200214,Home Loan,2228723.44,8.51,2022-08-19,ACTIVE
400858,100889,200412,Home Loan,2125476.78,9.13,2019-01-23,ACTIVE
400859,100043,200405,Education Loan,1896928.82,13.84,2023-03-19,ACTIVE
400860,100520,200494,Car Loan,238418.96,7.76,2024-05-17,ACTIVE
400861,100013,200658,Personal Loan,7740874.14,9.04,2020-11-03,CLOSED
400862,100725,200159,Education Loan,8762841.86,9.67,2021-12-26,ACTIVE
400863,100623,200956,Personal Loan,6180210.76,11.82,2020-11-09,CLOSED
400864,100988,200637,Personal Loan,1963179.82,11.24,2024-07-26,CLOSED
400865,100803,200110,Car Loan,2924252.17,9.03,2018-12-01,ACTIVE
400866,100535,200549,Car Loan,4811674.3,8.65,2023-08-25,CLOSED
400867,100302,200789,Home Loan,9548024.92,9.16,2018-03-08,CLOSED
400868,100766,200526,Home Loan,2548778.58,11.02,2019-04-12,ACTIVE
400869,100527,200985,Car Loan,7343294.45,9.4,2023-03-11,ACTIVE
400870,100642,200347,Education Loan,4450537.41,14.13,2020-01-06,ACTIVE
400871,100573,200744,Home Loan,3048688.75,10.75,2020-01-17,DEFAULT
400872,100115,200828,Personal Loan,4613567.78,7.91,2022-05-29,ACTIVE
400873,100460,200636,Education Loan,804946.5,12.6,2018-07-05,ACTIVE
400874,100832,200279,Personal Loan,8007004.97,9.8,2018-12-08,ACTIVE
400875,100505,200479,Car Loan,2508689.09,12.07,2022-09-01,ACTIVE
400876,100308,200111,Personal Loan,7281580.02,9.46,2021-05-04,ACTIVE
400877,100932,200636,Education Loan,776648.88,11.5,2021-07-09,CLOSED
400878,100963,200925,Car Loan,9555475.71,12.91,2024-08-02,ACTIVE
400879,100325,200431,Education Loan,2010848.36,14.0,2023-02-07,CLOSED
400880,100579,200542,Personal Loan,8839146.55,9.33,2023-01-17,CLOSED
400881,100761,200115,Education Loan,8113784.78,9.84,2020-12-21,ACTIVE
400882,100175,200090,Car Loan,9681813.25,10.75,2021-10-30,ACTIVE
400883,100851,200212,Personal Loan,4831117.54,13.99,2020-02-06,CLOSED
400884,100514,200550,Personal Loan,7301233.21,13.81,2020-05-14,DEFAULT
400885,100172,200595,Home Loan,3770035.5,8.13,2020-01-29,ACTIVE
400886,100997,200539,Home Loan,1925245.56,8.42,2018-11-17,ACTIVE
400887,100960,200729,Education Loan,4486451.74,10.97,2024-10-10,ACTIVE
400888,100502,200360,Home Loan,1740915.25,8.25,2020-11-28,CLOSED
400889,100977,200486,Home Loan,9822241.77,9.92,2019-03-12,CLOSED
400890,100334,200372,Home Loan,1052840.26,8.54,2022-11-12,ACTIVE
400891,100284,200215,Home Loan,5933196.06,11.95,2023-12-29,CLOSED
400892,100475,200733,Car Loan,6301992.17,14.15,2018-03-15,ACTIVE
400893,100054,200015,Car Loan,5426987.47,14.48,2018-01-24,CLOSED
400894,100458,200955,Home Loan,6655640.27,10.13,2022-06-06,ACTIVE
400895,100579,200259,Education Loan,1250189.67,11.69,2019-04-23,ACTIVE
400896,100420,200778,Car Loan,5594683.39,13.49,2018-02-24,ACTIVE
400897,100614,200463,Home Loan,2943404.45,8.32,2019-12-05,ACTIVE
400898,100632,200120,Car Loan,9407743.03,12.33,2023-05-09,ACTIVE
400899,100703,200976,Personal Loan,7644509.37,10.36,2023-02-28,ACTIVE
400900,100409,200913,Car Loan,9727893.37,8.94,2022-07-18,ACTIVE
400901,100982,200128,Car Loan,471805.09,10.32,2024-10-01,ACTIVE
400902,100304,200723,Education Loan,2922818.43,8.03,2023-06-17,ACTIVE
400903,100935,200523,Car Loan,2034683.61,12.37,2021-05-25,CLOSED
400904,100559,200688,Education Loan,210430.41,9.27,2022-01-17,CLOSED
400905,100222,200645,Personal Loan,2499024.73,9.68,2022-06-06,ACTIVE
400906,100533,200325,Home Loan,6819882.24,8.35,2021-05-24,ACTIVE
400907,100158,200320,Education Loan,2387780.33,13.55,2018-12-25,ACTIVE
400908,100348,200506,Car Loan,5139134.11,10.95,2019-05-28,DEFAULT
400909,100159,200526,Car Loan,8889399.34,11.51,2019-07-08,DEFAULT
400910,100889,200050,Education Loan,6968203.41,11.49,2018-02-26,ACTIVE
400911,100884,200922,Personal Loan,4006827.79,10.37,2020-02-21,DEFAULT
400912,100922,200584,Home Loan,3787442.5,8.85,2019-04-04,CLOSED
400913,100235,200069,Car Loan,4611784.56,12.72,2018-03-07,CLOSED
400914,100662,200391,Personal Loan,1852710.27,8.39,2020-02-10,ACTIVE
400915,100405,200383,Home Loan,6376607.6,8.23,2018-04-20,ACTIVE
400916,100257,200016,Home Loan,3705112.91,12.47,2020-05-07,ACTIVE
400917,100677,200439,Car Loan,8538416.96,8.96,2023-05-25,ACTIVE
400918,100589,200846,Education Loan,7589871.33,9.65,2019-08-18,ACTIVE
400919,100597,200869,Car Loan,6144080.32,10.83,2020-09-17,ACTIVE
400920,100558,200568,Car Loan,3705602.0,10.65,2022-11-20,ACTIVE
400921,100905,200617,Car Loan,2178325.13,12.46,2024-01-16,ACTIVE
400922,100913,200132,Personal Loan,7783903.45,11.86,2020-02-21,ACTIVE
400923,100047,200996,Education Loan,4915450.08,12.01,2018-12-19,ACTIVE
400924,100213,200560,Personal Loan,2325025.38,12.5,2021-05-17,DEFAULT
400925,100479,200248,Car Loan,2032228.69,9.55,2023-03-14,CLOSED
400926,100487,200273,Education Loan,1737468.95,9.76,2019-08-30,ACTIVE
400927,100571,200623,Home Loan,7793895.84,10.57,2023-04-26,ACTIVE
400928,100566,200932,Education Loan,2366973.13,9.65,2022-09-25,ACTIVE
400929,100342,200838,Car Loan,5313758.41,14.39,2018-03-31,ACTIVE
400930,100524,200848,Education Loan,4570308.97,13.2,2019-04-23,CLOSED
400931,100704,200349,Home Loan,5838147.9,8.65,2019-11-12,ACTIVE
400932,100503,200484,Home Loan,8783833.51,7.54,2019-09-17,ACTIVE
400933,100006,200550,Education Loan,8690699.16,7.8,2022-12-29,CLOSED
400934,100821,200357,Home Loan,4565653.11,9.21,2023-06-10,ACTIVE
400935,100144,200752,Personal Loan,252125.88,8.3,2023-04-16,ACTIVE
400936,100858,200318,Education Loan,4321793.68,11.23,2018-03-22,ACTIVE
400937,100261,200633,Home Loan,6101316.02,13.51,2023-01-16,ACTIVE
400938,100585,200048,Home Loan,5621871.12,12.66,2024-07-25,ACTIVE
400939,100686,200010,Education Loan,6548227.45,9.01,2020-09-20,ACTIVE
400940,100232,200233,Personal Loan,1625349.75,10.3,2020-04-04,ACTIVE
400941,100270,200036,Education Loan,6500697.48,11.06,2021-04-22,CLOSED
400942,100940,200413,Home Loan,1908251.03,13.17,2024-05-21,ACTIVE
400943,100447,200462,Education Loan,7530187.41,13.37,2022-05-24,CLOSED
400944,100874,200004,Home Loan,3456967.37,13.87,2018-07-28,ACTIVE
400945,100222,200044,Car Loan,7127964.79,11.06,2021-09-29,ACTIVE
400946,100052,200568,Education Loan,573869.43,12.36,2018-02-02,ACTIVE
400947,100116,200554,Education Loan,4137814.25,8.28,2019-02-25,ACTIVE
400948,100538,200255,Home Loan,7079841.77,11.46,2022-11-04,ACTIVE
400949,100565,200740,Home Loan,2346018.11,9.24,2022-08-30,ACTIVE
400950,100877,200114,Home Loan,7973341.74,10.52,2023-07-24,CLOSED
400951,100541,200749,Home Loan,6344719.36,11.94,2024-06-28,ACTIVE
400952,100019,200397,Education Loan,5916861.54,9.3,2024-09-06,ACTIVE
400953,100815,200174,Home Loan,3600133.66,7.87,2024-03-20,DEFAULT
400954,100392,200255,Education Loan,4876269.56,7.57,2021-04-06,ACTIVE
400955,100791,200466,Personal Loan,6013758.08,7.66,2018-06-01,ACTIVE
400956,100629,200929,Education Loan,4777374.93,7.56,2023-06-20,CLOSED
400957,100618,200277,Home Loan,7013301.91,8.27,2022-06-26,ACTIVE
400958,100419,200464,Home Loan,4393599.64,9.18,2023-06-15,ACTIVE
400959,100991,200847,Personal Loan,2102504.5,9.05,2023-10-04,ACTIVE
400960,100309,200502,Education Loan,2217944.45,14.41,2024-08-17,ACTIVE
400961,100739,200441,Personal Loan,157457.31,9.64,2023-06-22,ACTIVE
400962,100864,200069,Education Loan,3079481.38,8.39,2020-08-07,ACTIVE
400963,100186,200509,Home Loan,7514284.64,11.32,2018-09-06,DEFAULT
400964,100261,200326,Education Loan,7962210.82,13.51,2023-12-04,CLOSED
400965,100528,200742,Home Loan,2104428.67,12.25,2018-03-19,ACTIVE
400966,100273,200067,Home Loan,9594535.57,9.57,2022-09-25,ACTIVE
400967,100160,200304,Car Loan,5073787.66,11.43,2024-06-18,CLOSED
400968,100870,200972,Car Loan,9178089.62,12.5,2021-07-17,ACTIVE
400969,100762,200484,Education Loan,7096976.29,12.6,2024-03-16,ACTIVE
400970,100224,200929,Home Loan,7252090.89,12.17,2018-09-18,ACTIVE
400971,100256,200548,Personal Loan,941931.85,13.6,2021-01-02,CLOSED
400972,100180,200417,Home Loan,2277912.16,13.59,2022-09-05,ACTIVE
400973,100020,200159,Personal Loan,187266.85,11.55,2023-04-23,DEFAULT
400974,100624,200149,Education Loan,7189663.64,10.51,2019-04-24,ACTIVE
400975,100632,200027,Education Loan,3509939.06,11.99,2023-07-20,ACTIVE
400976,100706,200987,Personal Loan,7887859.91,13.23,2021-11-21,ACTIVE
400977,100468,200584,Personal Loan,3455468.58,7.54,2023-01-11,ACTIVE
400978,100623,200248,Home Loan,8211404.15,14.44,2022-11-22,CLOSED
400979,100210,200101,Education Loan,1393912.71,8.78,2018-03-27,DEFAULT
400980,100513,200702,Home Loan,1816394.25,10.79,2019-10-23,ACTIVE
400981,100058,200096,Personal Loan,3474677.74,13.6,2021-03-25,DEFAULT
400982,100093,200384,Car Loan,4144025.15,9.08,2020-02-27,CLOSED
400983,100221,200282,Car Loan,3552157.83,10.84,2023-04-07,ACTIVE
400984,100723,200322,Car Loan,7660105.62,8.43,2021-11-09,ACTIVE
400985,100940,200396,Personal Loan,1059818.79,10.27,2022-11-30,ACTIVE
400986,100232,200278,Home Loan,3577048.49,8.74,2020-08-08,ACTIVE
400987,100774,200529,Education Loan,8388676.0,10.05,2023-09-11,ACTIVE
400988,100364,200263,Personal Loan,761291.06,10.11,2020-06-18,ACTIVE
400989,100615,200619,Car Loan,9429200.73,14.45,2024-08-04,ACTIVE
400990,100562,200580,Home Loan,9864536.74,14.46,2021-10-21,CLOSED
400991,100374,200640,Education Loan,976824.92,8.3,2024-10-02,CLOSED
400992,100622,200293,Education Loan,2983597.97,12.58,2023-04-03,ACTIVE
400993,100456,200294,Personal Loan,3786766.59,7.86,2019-06-22,ACTIVE
400994,100088,200608,Personal Loan,7786274.55,7.71,2021-04-16,ACTIVE
400995,100020,200395,Education Loan,5999675.44,8.24,2022-05-18,ACTIVE
400996,100014,200513,Education Loan,6479220.43,14.26,2022-09-04,ACTIVE
400997,100133,200921,Car Loan,7599347.25,14.09,2022-01-15,ACTIVE
400998,100937,200810,Education Loan,1267992.09,8.86,2023-04-19,ACTIVE
400999,100808,200180,Personal Loan,8348773.62,8.63,2019-10-26,ACTIVE
401000,100034,200920,Home Loan,7085636.06,9.18,2020-04-28,ACTIVE
